recency,history,mens,womens,newbie,segment,visit,conversion,spend,treatment,history_segment_2) $100 - $200,history_segment_3) $200 - $350,history_segment_4) $350 - $500,history_segment_5) $500 - $750,"history_segment_6) $750 - $1,000","history_segment_7) $1,000 +",zip_code_Surburban,zip_code_Urban,channel_Phone,channel_Web,uplift_score,baseline_conversion_prob
1,137.83,0,1,1,Sure Things,0,0,0.0,1,True,False,False,False,False,False,True,False,True,False,0.003102869433276892,0.005001903076712078
10,94.48,0,1,0,Lost Causes,1,0,0.0,0,False,False,False,False,False,False,False,False,False,True,0.005408084386494827,0.004294581358445135
3,150.48,0,1,0,Sure Things,0,0,0.0,1,True,False,False,False,False,False,True,False,True,False,0.0059953749680556594,0.005311540382973241
2,845.16,1,0,1,Persuadables,1,0,0.0,0,False,False,False,False,True,False,True,False,True,False,0.02138570691281984,0.004582965989146929
1,486.97,1,0,0,Sure Things,1,0,0.0,1,False,False,True,False,False,False,True,False,False,False,0.006123807623073569,0.021725458160690252
7,106.5,1,0,1,Lost Causes,0,0,0.0,0,True,False,False,False,False,False,True,False,True,False,0.0036104077920694425,0.0007124123437694989
1,453.48,1,1,1,Persuadables,0,0,0.0,0,False,False,True,False,False,False,True,False,False,True,0.011509641834059007,0.01964585900857204
3,29.99,0,1,1,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,True,False,True,False,0.00107385765156704,0.004273390312874616
1,285.25,0,1,0,Sleeping Dogs,0,0,0.0,1,False,True,False,False,False,False,False,False,True,False,-0.0031380905067244173,0.014740920591121946
3,526.48,1,0,1,Persuadables,0,0,0.0,1,False,False,False,True,False,False,False,True,False,True,0.007942470719438674,0.004025572061334461
3,57.72,0,1,1,Sleeping Dogs,0,0,0.0,1,False,False,False,False,False,False,False,True,False,True,-0.00257424497492506,0.009174297295892624
2,42.83,1,0,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,True,False,True,False,0.005013011595333276,0.0012101311681414779
4,54.88,0,1,1,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,True,False,True,False,0.0015043873639136876,0.0034058422847870118
5,353.97,1,1,0,Persuadables,0,0,0.0,1,False,False,True,False,False,False,False,True,False,True,0.01029257131507502,0.010366205582908716
2,190.1,1,0,0,Persuadables,0,0,0.0,0,True,False,False,False,False,False,True,False,True,False,0.009347611981624175,0.004379140742889797
1,407.87,0,1,0,Sure Things,0,0,0.0,1,False,False,True,False,False,False,True,False,True,False,0.00426085600280846,0.007770656514546584
1,126.71,1,0,1,Lost Causes,0,0,0.0,1,True,False,False,False,False,False,False,True,False,True,0.0021702163142227277,0.00455056615073419
10,336.24,1,0,0,Persuadables,0,0,0.0,1,False,True,False,False,False,False,True,False,True,False,0.014259218838490425,0.004066793221859148
9,167.58,0,1,0,Persuadables,0,0,0.0,1,True,False,False,False,False,False,False,False,True,False,0.008885530424055838,0.003036665290216388
9,69.36,0,1,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,True,False,True,False,0.004020528128408085,0.001782399579549812
3,889.96,1,0,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.026358396422909207,0.010024349043593353
7,413.77,0,1,0,Persuadables,0,0,0.0,1,False,False,True,False,False,False,True,False,False,False,0.01389646142966446,0.006118977276063661
4,82.44,1,0,0,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,True,False,False,True,0.004259077578482197,0.004091651765827206
2,138.71,0,1,0,Sure Things,1,0,0.0,0,True,False,False,False,False,False,True,False,False,True,0.0001512192012024429,0.00802435492434624
4,29.99,1,0,0,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,True,False,False,True,0.0032101879909531587,0.0046457383362149655
3,68.72,1,0,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,True,False,True,False,0.005145461654767142,0.0015475723044384515
3,177.79,0,1,0,Persuadables,0,0,0.0,0,True,False,False,False,False,False,True,False,True,False,0.010021921142746859,0.0057715326885308385
4,68.12,0,1,0,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,True,False,False,True,0.0033085891715036835,0.004203964775638961
3,58.43,0,1,0,Sleeping Dogs,0,0,0.0,1,False,False,False,False,False,False,False,True,False,True,-0.001317884711919768,0.010916180768129564
10,35.54,0,1,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,False,False,False,True,0.00631081259301306,0.0014174036469068105
7,763.56,0,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,True,False,True,False,0.015536492540004294,0.0016735208262400065
7,87.61,0,1,0,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,False,True,True,False,0.001760675322868388,0.0038424092088097895
7,29.99,0,1,0,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,True,False,False,True,0.003556177109859342,0.004659419261602098
1,358.34,1,0,0,Persuadables,1,1,29.99,1,False,False,True,False,False,False,False,True,True,False,0.012055268414042291,0.017682580855765333
8,209.43,0,1,0,Persuadables,0,0,0.0,1,False,True,False,False,False,False,False,True,False,False,0.010954242486290124,0.002950563874909317
9,127.99,1,0,0,Sleeping Dogs,0,0,0.0,1,True,False,False,False,False,False,False,False,True,False,-0.0038764457957463846,0.00915245331041521
7,29.99,1,0,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,True,False,False,True,0.006443948769904333,0.0008282609004001387
2,320.43,0,1,0,Persuadables,0,0,0.0,0,False,True,False,False,False,False,True,False,False,True,0.0065134668348230725,0.012361649235205134
12,214.74,1,1,0,Persuadables,0,0,0.0,0,False,True,False,False,False,False,True,False,False,True,0.009852761634805418,0.0052580253357797325
10,96.33,0,1,0,Sleeping Dogs,0,0,0.0,0,False,False,False,False,False,False,True,False,True,False,-0.00018411824345148514,0.005597305333838527
4,38.94,0,1,1,Sleeping Dogs,0,0,0.0,0,False,False,False,False,False,False,False,True,False,True,-0.0018130308288928053,0.006126203765814007
10,99.1,0,1,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,False,True,False,True,0.004905558423490184,0.0016920431019919972
11,171.71,1,0,0,Persuadables,0,0,0.0,1,True,False,False,False,False,False,False,True,False,True,0.00772919467120097,0.003209037618362321
9,167.36,1,0,0,Lost Causes,0,0,0.0,0,True,False,False,False,False,False,True,False,False,True,0.0041391800838150175,0.00102589342311635
4,863.46,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,True,False,0.030399477604862016,0.008029211912649038
5,1101.83,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,False,True,False,True,False,False,0.006586887878851325,0.01066502381991074
5,498.82,1,0,0,Sure Things,0,0,0.0,1,False,False,True,False,False,False,False,True,False,True,0.0027087702981972803,0.011524147689985673
7,182.44,0,1,0,Persuadables,0,0,0.0,0,True,False,False,False,False,False,False,True,True,False,0.0075459032379448406,0.0024196990558965356
1,865.15,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,True,False,0.03794827969168169,0.012443658507373468
2,607.14,0,1,1,Persuadables,0,0,0.0,0,False,False,False,True,False,False,True,False,True,False,0.010809534485173414,0.0032862779731700036
1,95.55,1,0,1,Persuadables,0,0,0.0,0,False,False,False,False,False,False,True,False,True,False,0.010773069917708405,0.0018285830282017796
6,40.19,1,0,0,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,True,False,False,True,0.003953075952047261,0.0025908512289107037
9,29.99,0,1,0,Sleeping Dogs,0,0,0.0,0,False,False,False,False,False,False,False,True,False,True,-0.006397960605341257,0.01048515809272908
8,87.48,0,1,1,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,False,True,False,True,0.0011594570811677266,0.00398396723728035
10,104.19,1,0,0,Sure Things,0,0,0.0,1,True,False,False,False,False,False,False,True,True,False,0.0012355962188709277,0.00586977415522993
3,138.45,1,0,0,Sure Things,0,0,0.0,1,True,False,False,False,False,False,False,False,True,False,0.005712568903007668,0.007999809710625914
2,141.42,0,1,1,Sure Things,0,0,0.0,1,True,False,False,False,False,False,True,False,True,False,0.0013747559992988963,0.00487018355797662
10,332.02,1,1,0,Persuadables,0,0,0.0,0,False,True,False,False,False,False,False,True,False,True,0.01465393435012715,0.0017375926229435358
7,96.97,1,0,1,Persuadables,0,0,0.0,0,False,False,False,False,False,False,False,True,False,True,0.00921087375190889,0.0009290438092525091
1,356.32,0,1,0,Persuadables,1,0,0.0,1,False,False,True,False,False,False,True,False,False,True,0.008482831310957329,0.01634469330945364
2,305.57,1,0,0,Persuadables,0,0,0.0,0,False,True,False,False,False,False,False,True,False,False,0.013917195643276058,0.013076950299000219
8,272.9,0,1,0,Persuadables,0,0,0.0,1,False,True,False,False,False,False,True,False,False,True,0.020020439597494385,0.005333881888495192
3,529.51,0,1,1,Sure Things,0,0,0.0,0,False,False,False,True,False,False,False,True,False,True,0.0008247287030420086,0.00638553385737299
8,94.53,0,1,0,Sure Things,0,0,0.0,0,False,False,False,False,False,False,False,False,False,True,0.0027853132073757574,0.006475587685899529
5,81.36,0,1,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,False,True,True,False,0.0021002406607930563,0.004049445379063947
2,592.87,1,1,1,Persuadables,1,0,0.0,0,False,False,False,True,False,False,False,True,False,False,0.011065386851215402,0.007293349276317098
8,136.65,1,0,0,Lost Causes,1,0,0.0,1,True,False,False,False,False,False,True,False,True,False,0.00281599816569449,0.0038455276428754626
3,325.21,1,0,0,Persuadables,0,0,0.0,1,False,True,False,False,False,False,False,False,True,False,0.015751455390170303,0.015432557279057872
2,29.99,0,1,1,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,True,False,True,False,0.0023694601854272286,0.0038216716202150026
10,29.99,0,1,1,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,True,False,True,False,0.003658093425407745,0.000908316965578142
6,83.12,0,1,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,False,True,True,False,0.0022045002640378084,0.004034790345963308
6,190.97,1,0,0,Persuadables,0,0,0.0,1,True,False,False,False,False,False,True,False,True,False,0.016078248944255767,0.005235417337780218
3,120.78,0,1,0,Sleeping Dogs,1,0,0.0,1,True,False,False,False,False,False,False,True,False,True,-0.004513732730414973,0.0139864192755935
8,199.35,1,0,0,Persuadables,0,0,0.0,1,True,False,False,False,False,False,True,False,False,True,0.00850817322022451,0.004773327728021326
10,564.69,1,0,1,Persuadables,0,0,0.0,1,False,False,False,True,False,False,False,True,False,False,0.010559631574622995,0.0018231208670621158
11,73.29,0,1,1,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,False,True,False,True,0.003812860403359629,0.0019054386230687944
10,29.99,1,0,0,Sure Things,0,0,0.0,1,False,False,False,False,False,False,False,True,False,True,0.00019313893394804806,0.00874559741899191
12,113.87,0,1,1,Lost Causes,0,0,0.0,1,True,False,False,False,False,False,True,False,True,False,0.00407634557529794,0.0013850925493610093
10,101.56,0,1,0,Lost Causes,0,0,0.0,1,True,False,False,False,False,False,True,False,False,True,0.006503731408257836,0.002860887481665172
7,352.14,0,1,0,Persuadables,0,0,0.0,0,False,False,True,False,False,False,False,False,False,True,0.007331986362045779,0.010014208469299546
4,290.48,1,1,0,Persuadables,0,0,0.0,0,False,True,False,False,False,False,False,True,False,True,0.022603909605017958,0.007043804798757386
10,29.99,1,0,1,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,False,True,True,False,0.004804130257085519,0.0010666634459249441
2,336.09,1,0,0,Persuadables,0,0,0.0,1,False,True,False,False,False,False,True,False,True,False,0.009135852280571925,0.011995551974057066
1,1161.31,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,False,True,False,False,True,False,0.020392099972873542,0.016778819517613185
1,86.0,0,1,0,Persuadables,0,0,0.0,1,False,False,False,False,False,False,False,True,True,False,0.007077877951771859,0.009882054527853026
11,114.86,0,1,0,Lost Causes,0,0,0.0,1,True,False,False,False,False,False,True,False,False,True,0.005366462024213264,0.0016060745172680718
10,657.8,1,1,1,Sure Things,0,0,0.0,1,False,False,False,True,False,False,False,False,False,True,0.004659053713170975,0.010781365699425914
4,178.69,0,1,1,Lost Causes,0,0,0.0,0,True,False,False,False,False,False,False,True,True,False,0.0063254338032599266,0.001772189885582151
3,1062.92,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,False,True,True,False,False,True,0.023839395310488204,0.01479152025642778
6,106.27,0,1,0,Sure Things,0,0,0.0,1,True,False,False,False,False,False,True,False,True,False,0.0028582821707725725,0.006010556112590545
4,42.28,0,1,0,Sure Things,0,0,0.0,1,False,False,False,False,False,False,False,True,True,False,0.0018009866264574845,0.00470543844216172
4,162.64,0,1,0,Sure Things,0,0,0.0,1,True,False,False,False,False,False,True,False,True,False,0.004982053969815487,0.0048649313547387985
1,146.95,0,1,1,Lost Causes,0,0,0.0,1,True,False,False,False,False,False,False,False,True,False,0.005221813701433285,0.0036894088522321806
2,226.68,1,1,0,Persuadables,0,0,0.0,1,False,True,False,False,False,False,False,True,False,True,0.02010495223375095,0.010061287518203708
1,55.0,1,0,1,Persuadables,1,0,0.0,0,False,False,False,False,False,False,True,False,False,True,0.01114964345218321,0.0017051540796525525
2,77.24,1,0,1,Persuadables,0,0,0.0,1,False,False,False,False,False,False,False,False,True,False,0.013128454458402158,0.0015532821851686346
3,101.68,1,0,0,Persuadables,0,0,0.0,0,True,False,False,False,False,False,True,False,False,True,0.00819582730170923,0.003589969805627916
1,261.16,0,1,0,Sure Things,0,0,0.0,0,False,True,False,False,False,False,True,False,False,True,0.0022335404491999333,0.012045334871982633
7,30.95,0,1,0,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,True,False,True,False,0.0012800014911639882,0.004289872972342081
1,1236.14,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,False,True,True,False,False,True,0.030009925245344408,0.009096333704602031
2,29.99,0,1,0,Persuadables,0,0,0.0,0,False,False,False,False,False,False,False,False,True,False,0.008266688387422791,0.008049741335089355
10,88.67,0,1,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,False,False,False,True,0.005400940553455785,0.0022238919010426077
3,29.99,1,0,1,Persuadables,0,0,0.0,1,False,False,False,False,False,False,False,True,True,False,0.009096328841596448,0.0020130183961912028
3,72.87,0,1,0,Persuadables,0,0,0.0,0,False,False,False,False,False,False,True,False,True,False,0.006797549464549171,0.006064072157834015
3,72.28,1,0,0,Persuadables,1,0,0.0,1,False,False,False,False,False,False,True,False,True,False,0.010588008230934493,0.004692832565869958
9,153.89,0,1,0,Lost Causes,0,0,0.0,1,True,False,False,False,False,False,False,True,False,True,0.002617332391153566,0.0008850310024781019
1,524.73,0,1,1,Sure Things,0,0,0.0,1,False,False,False,True,False,False,False,False,False,False,0.0060723527856189,0.007984542680031861
5,32.15,0,1,1,Sure Things,0,0,0.0,1,False,False,False,False,False,False,True,False,False,True,0.0009106756346046385,0.005374184367315674
10,79.58,1,0,1,Persuadables,0,0,0.0,0,False,False,False,False,False,False,False,False,False,True,0.010631627558350974,0.0012920134314050975
1,269.61,0,1,0,Sleeping Dogs,0,0,0.0,0,False,True,False,False,False,False,True,False,False,False,-0.0070776133732639215,0.015240798725404297
6,102.21,1,0,1,Lost Causes,0,0,0.0,0,True,False,False,False,False,False,True,False,True,False,0.004547923085907579,0.0017046811173825082
11,45.83,0,1,0,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,False,False,False,True,0.005521774173468046,0.0043362691999242545
9,274.31,1,0,0,Persuadables,0,0,0.0,1,False,True,False,False,False,False,False,False,False,True,0.007623264955701519,0.00892414153877368
6,85.02,0,1,1,Sure Things,0,0,0.0,1,False,False,False,False,False,False,False,False,False,True,0.0016825611027880224,0.006822795150570157
5,104.17,0,1,0,Lost Causes,0,0,0.0,1,True,False,False,False,False,False,True,False,False,True,0.003964003565427778,0.003227431167215945
1,559.63,1,1,1,Persuadables,0,0,0.0,0,False,False,False,True,False,False,True,False,False,True,0.015883735172962134,0.01040023540590918
12,114.81,0,1,0,Lost Causes,1,0,0.0,1,True,False,False,False,False,False,True,False,False,True,0.00546799366137264,0.0018145874241099818
6,38.55,0,1,0,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,True,False,True,False,0.0012752104615301823,0.004490527476882445
10,29.99,0,1,0,Sleeping Dogs,1,1,397.29,0,False,False,False,False,False,False,False,True,False,True,-0.008213099130839174,0.013035390750346898
10,178.64,0,1,0,Persuadables,0,0,0.0,1,True,False,False,False,False,False,True,False,False,True,0.0073873860931387226,0.0012159925314982251
7,210.88,0,1,1,Lost Causes,0,0,0.0,0,False,True,False,False,False,False,True,False,True,False,0.006133698181378664,0.0031943454622223176
7,995.55,1,0,1,Sure Things,1,0,0.0,1,False,False,False,False,True,False,False,False,True,False,0.005248289114668901,0.010598373573564293
10,59.48,1,0,0,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,True,False,True,False,0.0010505031774395235,0.0034223227476946772
9,148.8,0,1,1,Lost Causes,0,0,0.0,0,True,False,False,False,False,False,True,False,False,True,0.004418845487013693,0.0009619165354905573
9,72.02,0,1,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,True,False,False,True,0.005986757722098281,0.0020037027102902324
1,187.21,0,1,0,Sure Things,0,0,0.0,1,True,False,False,False,False,False,False,False,True,False,0.0013143436996893125,0.010588120891096524
8,90.24,0,1,0,Lost Causes,1,0,0.0,0,False,False,False,False,False,False,False,True,True,False,0.0012030205379242034,0.004427381145830635
10,221.94,0,1,0,Persuadables,0,0,0.0,1,False,True,False,False,False,False,True,False,False,True,0.01761496205031769,0.004204518542060326
3,29.99,0,1,0,Sure Things,1,0,0.0,1,False,False,False,False,False,False,True,False,False,True,0.006018503149789347,0.006837132816959421
3,452.24,0,1,0,Persuadables,0,0,0.0,0,False,False,True,False,False,False,False,False,False,True,0.008416993252409436,0.017796021200485734
3,481.5,1,0,0,Sleeping Dogs,0,0,0.0,1,False,False,True,False,False,False,False,False,True,False,-0.001991530382309625,0.016224423364507638
4,1011.91,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,False,True,False,True,False,True,0.018172095468353723,0.010006850885529755
10,86.09,0,1,0,Sleeping Dogs,0,0,0.0,1,False,False,False,False,False,False,True,False,True,False,-0.0011650789611456032,0.004792862853271221
1,74.77,1,0,0,Persuadables,0,0,0.0,1,False,False,False,False,False,False,False,True,True,False,0.012118055724130258,0.010069846003361627
11,124.16,1,0,0,Sure Things,0,0,0.0,0,True,False,False,False,False,False,False,False,False,True,0.000672462418880344,0.00565885936380277
5,98.92,0,1,0,Sleeping Dogs,0,0,0.0,1,False,False,False,False,False,False,False,True,False,True,-0.0007243174282269803,0.005241906076575107
10,58.24,1,0,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,True,False,True,False,0.0023986429763494504,0.0007620736086567184
5,213.98,0,1,1,Lost Causes,0,0,0.0,1,False,True,False,False,False,False,True,False,False,False,0.0006375137245243486,0.004628016636536627
9,65.75,1,0,1,Persuadables,0,0,0.0,1,False,False,False,False,False,False,True,False,False,True,0.007283315232268307,0.0007059784894007941
4,149.54,0,1,1,Lost Causes,0,0,0.0,0,True,False,False,False,False,False,False,True,True,False,0.005809508362953346,0.0018550840337963593
8,118.61,1,0,0,Lost Causes,0,0,0.0,1,True,False,False,False,False,False,False,True,False,True,0.0016485615097297651,0.003876301076588625
6,29.99,0,1,0,Sure Things,0,0,0.0,0,False,False,False,False,False,False,True,False,False,True,0.0025873575768803744,0.004982180019271824
9,121.02,1,0,0,Sleeping Dogs,0,0,0.0,1,True,False,False,False,False,False,False,False,True,False,-0.0037746565145209904,0.00903835696480682
4,55.26,0,1,0,Sure Things,0,0,0.0,0,False,False,False,False,False,False,False,False,True,False,0.002597918676906352,0.006204942731806734
10,170.47,0,1,0,Persuadables,0,0,0.0,0,True,False,False,False,False,False,True,False,False,True,0.009365245711564085,0.0010039061014460535
3,548.94,0,1,1,Persuadables,0,0,0.0,0,False,False,False,True,False,False,True,False,False,False,0.009619768035216266,0.003104834672326284
10,265.32,1,0,0,Persuadables,0,0,0.0,1,False,True,False,False,False,False,False,True,True,False,0.014507110261945507,0.007632501179488632
10,175.08,1,0,0,Lost Causes,1,0,0.0,0,True,False,False,False,False,False,False,False,False,True,0.005218242149502651,0.0037981557861776387
2,425.53,1,1,0,Persuadables,0,0,0.0,1,False,False,True,False,False,False,True,False,False,True,0.022389959727845604,0.013881653278570175
9,385.18,1,0,0,Sure Things,0,0,0.0,1,False,False,True,False,False,False,False,True,True,False,0.005490772686408374,0.010133139470461334
12,82.03,1,0,0,Persuadables,0,0,0.0,1,False,False,False,False,False,False,True,False,False,True,0.007941439973421331,0.005591926860629832
10,277.97,0,1,0,Persuadables,1,0,0.0,1,False,True,False,False,False,False,False,True,True,False,0.01512649628317729,0.0026421641350477675
5,86.48,1,0,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,False,True,False,True,0.006203912408731034,0.002099683133920971
8,279.12,0,1,0,Persuadables,1,0,0.0,1,False,True,False,False,False,False,True,False,False,True,0.020022574714340227,0.005333881888495192
5,517.49,1,0,1,Persuadables,0,0,0.0,1,False,False,False,True,False,False,True,False,False,True,0.008167934554215585,0.0065433826913815964
1,84.82,1,0,1,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,False,True,False,True,0.005689279530874348,0.0023411402607276584
8,29.99,0,1,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,True,False,False,True,0.006413409486783998,0.002861468842013955
6,126.46,1,0,0,Lost Causes,0,0,0.0,0,True,False,False,False,False,False,True,False,True,False,0.002974998983468164,0.003884294562130949
10,56.24,1,0,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,True,False,True,False,0.0024603713714111785,0.000615014785127307
7,642.26,1,1,1,Persuadables,1,0,0.0,0,False,False,False,True,False,False,True,False,False,False,0.0070554269228574485,0.002817443841409281
6,396.24,1,0,0,Sure Things,1,0,0.0,1,False,False,True,False,False,False,False,True,True,False,0.0024147134352216406,0.010340389882142483
3,290.26,1,0,1,Persuadables,0,0,0.0,0,False,True,False,False,False,False,True,False,False,False,0.007377408757033927,0.00852151335488466
9,103.98,0,1,1,Persuadables,0,0,0.0,0,True,False,False,False,False,False,True,False,True,False,0.0068024547889286935,0.0023560954936369806
8,29.99,1,0,0,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,False,True,True,False,0.003739047107057538,0.003984015587576125
2,739.1,1,1,1,Persuadables,0,0,0.0,1,False,False,False,True,False,False,True,False,True,False,0.015617425388802673,0.005313434579926109
10,159.79,0,1,1,Lost Causes,0,0,0.0,0,True,False,False,False,False,False,True,False,True,False,0.005509636687368299,0.0007730824845936062
1,285.43,1,0,0,Persuadables,0,0,0.0,1,False,True,False,False,False,False,False,True,True,False,0.019611807862200594,0.00895255614249453
2,221.54,1,0,1,Persuadables,0,0,0.0,0,False,True,False,False,False,False,False,True,False,True,0.013261732894503964,0.004784416455771443
10,136.76,0,1,0,Lost Causes,0,0,0.0,0,True,False,False,False,False,False,True,False,False,True,0.004160577173326936,0.0009966082363704837
1,142.35,1,0,1,Persuadables,0,0,0.0,0,True,False,False,False,False,False,True,False,True,False,0.008553801916415759,0.0021468569074702096
8,29.99,1,0,1,Persuadables,1,0,0.0,1,False,False,False,False,False,False,False,True,True,False,0.007314031664014883,0.0006251798964839518
11,186.02,1,0,1,Persuadables,0,0,0.0,1,True,False,False,False,False,False,True,False,True,False,0.007118451651892843,0.001820272051244061
10,63.01,1,0,0,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,False,True,False,True,0.005548409542878606,0.0046267563396823605
3,114.25,1,0,1,Lost Causes,0,0,0.0,0,True,False,False,False,False,False,False,True,True,False,0.001397059883297475,0.0035990403221755935
9,81.64,1,0,0,Sure Things,0,0,0.0,1,False,False,False,False,False,False,False,True,True,False,0.005536529441549362,0.006680075376277215
2,51.84,1,0,1,Persuadables,1,0,0.0,0,False,False,False,False,False,False,False,True,False,True,0.00953861649512513,0.002176051434064783
1,992.95,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,True,False,True,False,0.028500637579153,0.008044846525068473
6,183.27,0,1,1,Sleeping Dogs,0,0,0.0,0,True,False,False,False,False,False,False,False,False,True,-0.0002482047908623367,0.007580766967246877
1,364.61,1,0,1,Persuadables,0,0,0.0,0,False,False,True,False,False,False,False,True,False,True,0.01280742229937193,0.009338663299821741
2,29.99,0,1,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,True,False,True,False,0.0023694601854272286,0.0038216716202150026
5,29.99,0,1,1,Sleeping Dogs,0,0,0.0,0,False,False,False,False,False,False,False,True,False,True,-0.002740463656924109,0.00627876741746879
6,29.99,1,0,0,Sure Things,0,0,0.0,0,False,False,False,False,False,False,False,False,True,False,0.001877028225877455,0.005405510553841109
4,86.52,0,1,0,Sure Things,0,0,0.0,1,False,False,False,False,False,False,False,True,True,False,0.0016333380741592697,0.005848703794046556
6,115.87,0,1,1,Sure Things,0,0,0.0,1,True,False,False,False,False,False,False,True,False,True,0.0003786747776256842,0.005323034438924953
7,155.65,0,1,0,Persuadables,0,0,0.0,1,True,False,False,False,False,False,True,False,True,False,0.00776237448266778,0.006118593176050855
8,339.5,0,1,0,Persuadables,0,0,0.0,1,False,True,False,False,False,False,False,True,False,True,0.011928578468003364,0.002638248114613967
1,285.02,1,0,0,Persuadables,1,0,0.0,0,False,True,False,False,False,False,False,False,True,False,0.014132530199123116,0.014429567904547407
2,343.85,0,1,1,Sure Things,0,0,0.0,1,False,True,False,False,False,False,True,False,True,False,0.0037879732608301023,0.005336076439431815
9,119.0,0,1,0,Lost Causes,0,0,0.0,1,True,False,False,False,False,False,False,True,True,False,0.002882580500239525,0.0026213136231953505
2,44.42,1,0,1,Persuadables,1,0,0.0,1,False,False,False,False,False,False,False,True,False,True,0.009457318935390679,0.0018343847673981159
2,96.49,1,0,0,Sure Things,0,0,0.0,0,False,False,False,False,False,False,False,True,True,False,0.0014313596444250481,0.01043844625285376
4,559.8,1,0,1,Persuadables,0,0,0.0,0,False,False,False,True,False,False,True,False,False,False,0.008406953306645105,0.002790494102315536
3,792.47,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,True,False,0.03984061471159041,0.008333627813084247
1,127.06,0,1,0,Sleeping Dogs,0,0,0.0,0,True,False,False,False,False,False,False,True,True,False,-0.0050468372870783595,0.01327715716647229
1,146.79,1,0,1,Sure Things,1,0,0.0,0,True,False,False,False,False,False,False,True,False,True,0.0015930967400738637,0.005243909441457283
6,34.22,0,1,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,True,False,False,True,0.003330199970052878,0.003899069579965904
10,257.17,0,1,1,Persuadables,1,0,0.0,1,False,True,False,False,False,False,False,False,False,True,0.008162167517858724,0.0018864727186898213
2,213.79,0,1,0,Sleeping Dogs,1,0,0.0,1,False,True,False,False,False,False,True,False,True,False,-0.0034163540324686926,0.011522460436436479
2,788.96,1,0,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,True,False,False,False,0.012524632676249219,0.003537282932869542
10,69.87,1,0,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,False,True,True,False,0.0035985743444470935,0.0013256238986379303
9,29.99,1,0,0,Sure Things,0,0,0.0,0,False,False,False,False,False,False,True,False,True,False,0.00024364601150371912,0.005315668338150059
10,84.44,0,1,1,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,True,False,True,False,0.0026102527878301566,0.0013121926021263633
2,491.55,1,1,0,Persuadables,0,0,0.0,1,False,False,True,False,False,False,False,True,True,False,0.014562096541905097,0.013426139366228164
8,124.31,1,0,1,Lost Causes,0,0,0.0,1,True,False,False,False,False,False,True,False,True,False,0.0027471004032430793,0.0006333147920510014
12,51.95,0,1,0,Sure Things,0,0,0.0,1,False,False,False,False,False,False,False,True,False,True,0.0016846925004116763,0.0067973623583169294
