recency,history,mens,womens,newbie,segment,visit,conversion,spend,treatment,history_segment_2) $100 - $200,history_segment_3) $200 - $350,history_segment_4) $350 - $500,history_segment_5) $500 - $750,"history_segment_6) $750 - $1,000","history_segment_7) $1,000 +",zip_code_Surburban,zip_code_Urban,channel_Phone,channel_Web,uplift_score,baseline_conversion_prob,cost,roi_score,cumulative_customers,cumulative_cost,cumulative_incremental_conversions
9,30.57,0,1,0,Persuadables,0,0,0.0,0,False,False,False,False,False,False,True,False,False,True,0.0088734504669614,0.0025205766306068,0.15,0.05915633644640934,9917,1330.7500000000782,138.69022076323049
1,177.92,1,0,0,Persuadables,0,0,0.0,1,True,False,False,False,False,False,False,False,False,True,0.008871058766932,0.0093002741113555,0.15,0.05914039177954667,9918,1330.9000000000783,138.69909182199743
1,177.9,1,0,0,Persuadables,0,0,0.0,0,True,False,False,False,False,False,False,False,False,True,0.008871058766932,0.0093002741113555,0.15,0.05914039177954667,9919,1331.0500000000784,138.70796288076437
1,158.94,1,0,0,Persuadables,1,0,0.0,1,True,False,False,False,False,False,False,False,False,True,0.008870715333365,0.0080447746498463,0.15,0.059138102222433334,9920,1331.2000000000785,138.71683359609773
1,158.44,1,0,1,Persuadables,0,0,0.0,1,True,False,False,False,False,False,False,False,False,True,0.0088694554203135,0.0031598459365673,0.15,0.05912970280209,9921,1331.3500000000786,138.72570305151805
6,168.39,1,0,0,Persuadables,0,0,0.0,0,True,False,False,False,False,False,False,True,False,True,0.008867680418646,0.0038929821705619,0.15,0.059117869457640006,9922,1331.5000000000787,138.73457073193669
6,168.35,1,0,0,Persuadables,0,0,0.0,0,True,False,False,False,False,False,False,True,False,True,0.008867680418646,0.0036312647569458,0.15,0.059117869457640006,9923,1331.6500000000788,138.74343841235532
11,189.2,1,0,0,Persuadables,0,0,0.0,0,True,False,False,False,False,False,False,True,False,True,0.0088662811220108,0.0060857456382173,0.15,0.05910854081340533,9924,1331.8000000000789,138.75230469347733
11,189.48,1,0,0,Persuadables,0,0,0.0,0,True,False,False,False,False,False,False,True,False,True,0.0088662811220108,0.0060857456382173,0.15,0.05910854081340533,9925,1331.950000000079,138.76117097459934
4,404.74,0,1,0,Persuadables,0,0,0.0,1,False,False,True,False,False,False,True,False,False,True,0.0088656505058284,0.0139078797432668,0.15,0.05910433670552266,9926,1332.100000000079,138.77003662510518
7,226.69,0,1,1,Persuadables,0,0,0.0,1,False,True,False,False,False,False,False,False,False,True,0.0088655717170192,0.0033009578667044,0.15,0.05910381144679467,9927,1332.2500000000791,138.7789021968222
12,222.0,1,0,1,Lost Causes,0,0,0.0,1,False,True,False,False,False,False,True,False,False,False,0.0059101730615298,0.0021593038347179,0.1,0.059101730615298,9928,1332.350000000079,138.78481236988372
7,854.29,1,1,1,Persuadables,1,0,0.0,1,False,False,False,False,True,False,True,False,False,True,0.0088644753428013,0.0040182929361136,0.15,0.059096502285342,9929,1332.5000000000791,138.7936768452265
11,93.78,1,0,0,Persuadables,0,0,0.0,1,False,False,False,False,False,False,True,False,False,True,0.0088637133747744,0.004701167133745,0.15,0.059091422498496,9930,1332.6500000000792,138.8025405586013
2,339.4,1,0,1,Sure Things,0,0,0.0,0,False,True,False,False,False,False,True,False,False,False,0.0059058220698844,0.0070996424088378,0.1,0.059058220698844,9931,1332.7500000000791,138.80844638067117
10,98.64,1,0,0,Persuadables,0,0,0.0,1,False,False,False,False,False,False,False,True,False,True,0.008858268379767,0.005203951632735,0.15,0.059055122531780004,9932,1332.9000000000792,138.81730464905093
8,533.13,1,1,1,Sure Things,0,0,0.0,1,False,False,False,True,False,False,False,True,False,False,0.005905396066918,0.0072097600080728,0.1,0.05905396066918,9933,1333.0000000000791,138.82321004511783
9,175.13,0,1,0,Persuadables,1,0,0.0,1,True,False,False,False,False,False,False,False,False,True,0.0088579830116831,0.0030815790311986,0.15,0.05905322007788734,9934,1333.1500000000792,138.83206802812953
9,285.09,1,0,0,Persuadables,1,0,0.0,1,False,True,False,False,False,False,False,False,False,True,0.0088578523477241,0.0077533426484326,0.15,0.05905234898482734,9935,1333.3000000000793,138.84092588047724
9,79.4,1,0,1,Persuadables,0,0,0.0,0,False,False,False,False,False,False,False,False,False,True,0.0088574438072884,0.0014079503377657,0.15,0.059049625381922675,9936,1333.4500000000794,138.84978332428454
7,211.17,1,1,0,Persuadables,0,0,0.0,0,False,True,False,False,False,False,True,False,False,True,0.0088561730588373,0.0070687569783821,0.15,0.059041153725582,9937,1333.6000000000795,138.85863949734338
3,69.23,1,0,0,Persuadables,0,0,0.0,0,False,False,False,False,False,False,False,False,False,True,0.0088556350321779,0.0073450479262673,0.15,0.059037566881186,9938,1333.7500000000796,138.86749513237555
3,366.41,0,1,0,Persuadables,0,0,0.0,0,False,False,True,False,False,False,True,False,False,True,0.0088512157734539,0.017366075296864,0.15,0.05900810515635934,9939,1333.9000000000797,138.876346348149
4,863.99,0,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,False,True,False,0.0295033348125135,0.00407372374838,0.5,0.059006669625027,9940,1334.4000000000797,138.90584968296153
12,336.13,0,1,0,Persuadables,0,0,0.0,0,False,True,False,False,False,False,False,True,False,True,0.0088420898424996,0.0020082447339224,0.15,0.058947265616664,9941,1334.5500000000798,138.91469177280402
3,34.08,1,0,0,Persuadables,0,0,0.0,0,False,False,False,False,False,False,False,False,False,True,0.0088381812912075,0.0055499605100866,0.15,0.05892120860805,9942,1334.7000000000799,138.92352995409522
9,260.37,1,0,1,Persuadables,0,0,0.0,0,False,True,False,False,False,False,False,False,False,True,0.0088376950980101,0.0026219916414977,0.15,0.058917967320067335,9943,1334.85000000008,138.93236764919322
10,108.45,1,0,1,Persuadables,0,0,0.0,1,True,False,False,False,False,False,False,True,False,True,0.0088373517202337,0.0004562983996677,0.15,0.05891567813489133,9944,1335.00000000008,138.94120500091347
10,108.63,1,0,1,Persuadables,0,0,0.0,1,True,False,False,False,False,False,False,True,False,True,0.0088373517202337,0.0004562983996677,0.15,0.05891567813489133,9945,1335.1500000000801,138.95004235263372
10,108.58,1,0,1,Persuadables,0,0,0.0,1,True,False,False,False,False,False,False,True,False,True,0.0088373517202337,0.0004562983996677,0.15,0.05891567813489133,9946,1335.3000000000802,138.95887970435396
3,936.59,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,True,False,True,False,0.029456780783401,0.0070323433471112,0.5,0.058913561566802,9947,1335.8000000000802,138.98833648513735
5,480.52,0,1,1,Sure Things,0,0,0.0,0,False,False,True,False,False,False,True,False,False,False,0.0058907709470625,0.0084609009393597,0.1,0.05890770947062499,9948,1335.9000000000801,138.99422725608443
5,79.79,1,0,1,Persuadables,0,0,0.0,1,False,False,False,False,False,False,True,False,False,True,0.0088361444686445,0.002045423240736,0.15,0.05890762979096334,9949,1336.0500000000802,139.00306340055306
2,289.02,0,1,0,Persuadables,1,0,0.0,0,False,True,False,False,False,False,False,True,False,True,0.0088344631750727,0.0116783968966725,0.15,0.05889642116715134,9950,1336.2000000000803,139.01189786372814
7,491.56,1,0,1,Sure Things,0,0,0.0,1,False,False,True,False,False,False,True,False,False,False,0.005889537026412,0.0056470027436743,0.1,0.05889537026411999,9951,1336.3000000000802,139.01778740075454
4,359.88,0,1,1,Sure Things,0,0,0.0,1,False,False,True,False,False,False,False,True,False,False,0.0058892358650693,0.0111210802942459,0.1,0.05889235865069299,9952,1336.4000000000801,139.0236766366196
11,105.52,0,1,1,Persuadables,0,0,0.0,1,True,False,False,False,False,False,False,False,False,True,0.0088321222887543,0.002554874796751,0.15,0.058880815258362,9953,1336.5500000000802,139.03250875890836
5,171.65,0,1,0,Persuadables,1,0,0.0,0,True,False,False,False,False,False,True,False,False,True,0.0088320761880155,0.0019264129564731,0.15,0.05888050792010334,9954,1336.7000000000803,139.04134083509638
5,172.66,0,1,0,Persuadables,1,0,0.0,1,True,False,False,False,False,False,True,False,False,True,0.0088320761880155,0.0019264129564731,0.15,0.05888050792010334,9955,1336.8500000000804,139.0501729112844
6,320.48,0,1,1,Persuadables,0,0,0.0,0,False,True,False,False,False,False,False,True,False,True,0.0088320446005771,0.003259357734579,0.15,0.05888029733718066,9956,1337.0000000000805,139.05900495588497
6,314.42,1,1,0,Persuadables,1,0,0.0,0,False,True,False,False,False,False,False,False,False,True,0.0088316981417799,0.0085762225737856,0.15,0.058877987611865995,9957,1337.1500000000806,139.06783665402676
2,93.97,1,0,0,Persuadables,1,0,0.0,0,False,False,False,False,False,False,False,True,False,True,0.0088310406299919,0.0083650636623064,0.15,0.05887360419994601,9958,1337.3000000000807,139.07666769465675
7,742.26,0,1,1,Lost Causes,0,0,0.0,0,False,False,False,True,False,False,True,False,False,False,0.0058871462668604,0.0024542843392947,0.1,0.058871462668604,9959,1337.4000000000806,139.08255484092362
3,41.44,1,0,0,Persuadables,0,0,0.0,1,False,False,False,False,False,False,False,False,False,True,0.0088306150114508,0.0055499605100866,0.15,0.058870766743005336,9960,1337.5500000000807,139.09138545593507
3,40.39,1,0,0,Persuadables,0,0,0.0,1,False,False,False,False,False,False,False,False,False,True,0.0088306150114508,0.0055499605100866,0.15,0.058870766743005336,9961,1337.7000000000808,139.10021607094652
5,467.83,1,1,0,Persuadables,1,0,0.0,0,False,False,True,False,False,False,True,False,False,True,0.0088297610133118,0.0120295623932664,0.15,0.05886507342207867,9962,1337.8500000000809,139.10904583195983
3,158.09,0,1,0,Persuadables,0,0,0.0,1,True,False,False,False,False,False,False,False,False,True,0.0088286462735547,0.0120966055592491,0.15,0.05885764182369801,9963,1338.000000000081,139.11787447823338
3,692.77,0,1,1,Lost Causes,0,0,0.0,0,False,False,False,True,False,False,False,False,False,False,0.0058831063480657,0.0036603630257569,0.1,0.058831063480657,9964,1338.1000000000809,139.12375758458145
5,206.35,0,1,0,Persuadables,0,0,0.0,1,False,True,False,False,False,False,False,True,False,True,0.0088233442433941,0.0030672788387612,0.15,0.05882229495596067,9965,1338.250000000081,139.13258092882484
6,109.7,1,0,1,Persuadables,0,0,0.0,0,True,False,False,False,False,False,True,False,False,True,0.0088230536710729,0.0006692421570003,0.15,0.05882035780715267,9966,1338.400000000081,139.14140398249592
2,580.63,1,0,1,Persuadables,0,0,0.0,0,False,False,False,True,False,False,False,True,False,True,0.0088223496999458,0.0023360675017831,0.15,0.058815664666305334,9967,1338.5500000000811,139.15022633219587
9,496.14,1,0,1,Persuadables,0,0,0.0,0,False,False,True,False,False,False,True,False,False,True,0.0088185331713586,0.0054106834834399,0.15,0.05879022114239067,9968,1338.7000000000812,139.15904486536724
9,608.23,0,1,1,Persuadables,0,0,0.0,0,False,False,False,True,False,False,True,False,False,True,0.0088181708197766,0.0036750352525562,0.15,0.05878780546517733,9969,1338.8500000000813,139.16786303618701
9,203.96,1,0,1,Persuadables,0,0,0.0,0,False,True,False,False,False,False,False,False,False,True,0.0088178397173329,0.0022189139404164,0.15,0.05878559811555267,9970,1339.0000000000814,139.17668087590434
2,195.73,1,0,0,Persuadables,0,0,0.0,1,True,False,False,False,False,False,False,True,False,True,0.0088174383458888,0.0160906980811574,0.15,0.05878292230592534,9971,1339.1500000000815,139.18549831425022
2,195.6,1,0,0,Persuadables,0,0,0.0,1,True,False,False,False,False,False,False,True,False,True,0.0088174383458888,0.0160906980811574,0.15,0.05878292230592534,9972,1339.3000000000816,139.1943157525961
1,106.32,0,1,1,Persuadables,0,0,0.0,0,True,False,False,False,False,False,True,False,False,True,0.0088167536267799,0.0062770168390837,0.15,0.058778357511866004,9973,1339.4500000000817,139.2031325062229
7,371.27,0,1,0,Persuadables,0,0,0.0,0,False,False,True,False,False,False,True,False,False,True,0.0088162131257281,0.0100719584339266,0.15,0.058774754171520664,9974,1339.6000000000818,139.2119487193486
7,285.93,1,0,1,Persuadables,0,0,0.0,0,False,True,False,False,False,False,True,False,False,True,0.0088144124716852,0.0075189390251091,0.15,0.05876274981123467,9975,1339.7500000000819,139.2207631318203
11,258.45,1,0,1,Persuadables,0,0,0.0,1,False,True,False,False,False,False,False,True,False,True,0.0088138087960071,0.0012166186166552,0.15,0.058758725306714,9976,1339.900000000082,139.2295769406163
4,182.32,0,1,0,Persuadables,0,0,0.0,0,True,False,False,False,False,False,False,True,False,True,0.0088134046354527,0.0034724659103811,0.15,0.058756030903018,9977,1340.050000000082,139.23839034525176
4,180.94,0,1,0,Persuadables,0,0,0.0,1,True,False,False,False,False,False,False,True,False,True,0.0088134046354527,0.003305180527654,0.15,0.058756030903018,9978,1340.2000000000821,139.2472037498872
7,213.78,1,1,0,Persuadables,0,0,0.0,1,False,True,False,False,False,False,True,False,False,True,0.0088127008279876,0.0070145947721324,0.15,0.05875133885325067,9979,1340.3500000000822,139.25601645071518
10,42.55,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,False,False,True,False,False,True,0.0088112676906605,0.0012422414472522,0.15,0.05874178460440334,9980,1340.5000000000823,139.26482771840585
10,42.07,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,False,False,True,False,False,True,0.0088112676906605,0.0012422414472522,0.15,0.05874178460440334,9981,1340.6500000000824,139.27363898609653
8,36.72,0,1,1,Persuadables,1,1,66.28,1,False,False,False,False,False,False,True,False,False,True,0.0088109807788969,0.0024574971851422,0.15,0.05873987185931267,9982,1340.8000000000825,139.28244996687542
11,85.04,1,0,1,Persuadables,0,0,0.0,0,False,False,False,False,False,False,False,False,False,True,0.0088109098982285,0.0022447495814699,0.15,0.05873939932152334,9983,1340.9500000000826,139.29126087677363
4,178.48,1,0,1,Persuadables,0,0,0.0,1,True,False,False,False,False,False,False,False,False,True,0.0088102164885914,0.0032473122715754,0.15,0.05873477659060933,9984,1341.1000000000827,139.30007109326223
1,196.99,1,0,1,Persuadables,0,0,0.0,0,True,False,False,False,False,False,False,False,False,True,0.0088088262384438,0.0065968499168517,0.15,0.058725508256292004,9985,1341.2500000000828,139.30887991950067
10,554.84,0,1,1,Lost Causes,0,0,0.0,1,False,False,False,True,False,False,False,False,False,False,0.0058722266045614,0.0027821102714806,0.1,0.058722266045614,9986,1341.3500000000827,139.31475214610523
9,94.14,1,0,1,Persuadables,0,0,0.0,0,False,False,False,False,False,False,False,False,False,True,0.0088080457479943,0.0017962481498579,0.15,0.058720304986628676,9987,1341.5000000000828,139.32356019185323
9,93.29,1,0,1,Persuadables,0,0,0.0,1,False,False,False,False,False,False,False,False,False,True,0.0088080457479943,0.0017962481498579,0.15,0.058720304986628676,9988,1341.6500000000829,139.33236823760123
11,400.43,0,1,1,Sure Things,0,0,0.0,1,False,False,True,False,False,False,True,False,False,False,0.0058720188343031,0.0081597517946066,0.1,0.058720188343031,9989,1341.7500000000828,139.33824025643554
3,489.64,1,1,0,Persuadables,1,0,0.0,0,False,False,True,False,False,False,False,False,False,True,0.0088067592756747,0.0204618182721416,0.15,0.058711728504498,9990,1341.9000000000829,139.3470470157112
4,187.59,1,0,1,Persuadables,0,0,0.0,1,True,False,False,False,False,False,True,False,False,True,0.0088065841820842,0.0021821849380672,0.15,0.05871056121389467,9991,1342.050000000083,139.3558535998933
1,91.17,0,1,0,Persuadables,1,0,0.0,0,False,False,False,False,False,False,False,False,False,True,0.0088065469992446,0.0104505398861411,0.15,0.05871031332829734,9992,1342.200000000083,139.36466014689253
3,38.68,1,0,0,Persuadables,0,0,0.0,0,False,False,False,False,False,False,False,False,False,True,0.0088063696483765,0.0055499605100866,0.15,0.05870913098917667,9993,1342.3500000000831,139.3734665165409
1,283.66,1,0,1,Sure Things,0,0,0.0,1,False,True,False,False,False,False,False,True,False,False,0.0058696491009051,0.0056807648849956,0.1,0.05869649100905099,9994,1342.450000000083,139.3793361656418
6,113.03,1,0,1,Persuadables,0,0,0.0,0,True,False,False,False,False,False,False,True,False,True,0.0088012550303865,0.001563412297642,0.15,0.05867503353591,9995,1342.6000000000831,139.3881374206722
7,205.9,1,0,0,Lost Causes,0,0,0.0,0,False,True,False,False,False,False,True,False,False,False,0.0058663304990432,0.0046418254542421,0.1,0.058663304990432,9996,1342.700000000083,139.39400375117123
2,984.05,1,0,1,Sure Things,0,0,0.0,1,False,False,False,False,True,False,True,False,False,False,0.0058656854059779,0.0106242839824771,0.1,0.058656854059779,9997,1342.800000000083,139.3998694365772
9,73.54,1,0,1,Persuadables,0,0,0.0,0,False,False,False,False,False,False,False,True,False,True,0.0087958987293675,0.0007217076491361,0.15,0.05863932486245001,9998,1342.950000000083,139.40866533530658
3,111.16,1,0,1,Persuadables,0,0,0.0,1,True,False,False,False,False,False,True,False,False,True,0.0087955456893995,0.0013041697800658,0.15,0.05863697126266333,9999,1343.1000000000831,139.41746088099598
3,111.42,1,0,1,Persuadables,0,0,0.0,1,True,False,False,False,False,False,True,False,False,True,0.0087955456893995,0.0015673276748027,0.15,0.05863697126266333,10000,1343.2500000000832,139.42625642668537
11,91.75,1,0,0,Persuadables,0,0,0.0,0,False,False,False,False,False,False,True,False,False,True,0.0087952202240894,0.004701167133745,0.15,0.05863480149392933,10001,1343.4000000000833,139.43505164690947
10,663.43,0,1,1,Lost Causes,1,0,0.0,0,False,False,False,True,False,False,False,True,False,False,0.0058630169019308,0.0023359481639886,0.1,0.058630169019308,10002,1343.5000000000832,139.4409146638114
9,566.01,1,0,1,Persuadables,0,0,0.0,0,False,False,False,True,False,False,False,False,False,True,0.0087943460146394,0.0055803206021284,0.15,0.05862897343092934,10003,1343.6500000000833,139.44970900982605
2,50.27,1,0,1,Persuadables,0,0,0.0,0,False,False,False,False,False,False,True,False,False,True,0.0087924072425609,0.00157232697978,0.15,0.05861604828373934,10004,1343.8000000000834,139.45850141706862
10,45.17,1,0,0,Persuadables,0,0,0.0,0,False,False,False,False,False,False,True,False,False,True,0.0087909132820875,0.00218402997526,0.15,0.05860608854725,10005,1343.9500000000835,139.46729233035072
5,777.95,1,0,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,True,False,False,True,0.0087894538326304,0.00319630790774,0.15,0.058596358884202664,10006,1344.1000000000836,139.47608178418335
2,184.42,1,0,0,Persuadables,0,0,0.0,1,True,False,False,False,False,False,False,True,False,True,0.0087864192810433,0.0141536493184868,0.15,0.058576128540288666,10007,1344.2500000000837,139.4848682034644
2,184.46,1,0,0,Persuadables,0,0,0.0,0,True,False,False,False,False,False,False,True,False,True,0.0087864192810433,0.0141536493184868,0.15,0.058576128540288666,10008,1344.4000000000838,139.49365462274545
7,80.64,1,0,1,Persuadables,0,0,0.0,0,False,False,False,False,False,False,True,False,False,True,0.008785156934121,0.0011647751178835,0.15,0.05856771289414,10009,1344.5500000000839,139.50243977967958
7,80.6,1,0,1,Persuadables,0,0,0.0,0,False,False,False,False,False,False,True,False,False,True,0.008785156934121,0.0011647751178835,0.15,0.05856771289414,10010,1344.700000000084,139.5112249366137
2,1382.06,1,0,1,Sure Things,0,0,0.0,1,False,False,False,False,False,True,True,False,False,False,0.0058566627972577,0.0169832494035768,0.1,0.058566627972577,10011,1344.8000000000839,139.51708159941097
10,280.85,0,1,1,Persuadables,0,0,0.0,0,False,True,False,False,False,False,False,True,False,True,0.0087847363590268,0.0010045173611549,0.15,0.058564909060178666,10012,1344.950000000084,139.52586633577
10,220.29,0,1,1,Persuadables,0,0,0.0,0,False,True,False,False,False,False,True,False,False,True,0.008783297860459,0.0029143121639391,0.15,0.05855531906972667,10013,1345.100000000084,139.53464963363044
10,227.69,0,1,1,Persuadables,0,0,0.0,0,False,True,False,False,False,False,False,True,False,True,0.008781591313441,0.0009487128024339,0.15,0.05854394208960667,10014,1345.2500000000841,139.54343122494387
3,348.29,1,0,0,Persuadables,0,0,0.0,0,False,True,False,False,False,False,True,False,False,True,0.0087812213776919,0.0301416735890139,0.15,0.05854147585127934,10015,1345.4000000000842,139.55221244632156
3,346.9,1,0,0,Persuadables,1,1,83.31,0,False,True,False,False,False,False,True,False,False,True,0.0087812213776919,0.0299201288735667,0.15,0.05854147585127934,10016,1345.5500000000843,139.56099366769925
7,513.56,0,1,1,Lost Causes,0,0,0.0,1,False,False,False,True,False,False,True,False,False,False,0.0058536577408139,0.0042038517191134,0.1,0.058536577408138994,10017,1345.6500000000842,139.56684732544005
12,116.92,0,1,1,Persuadables,0,0,0.0,1,True,False,False,False,False,False,True,False,False,True,0.0087801679579848,0.00085292043027,0.15,0.058534453053231995,10018,1345.8000000000843,139.57562749339803
10,183.09,1,0,1,Persuadables,0,0,0.0,0,True,False,False,False,False,False,True,False,False,True,0.0087799059930094,0.0013785560617753,0.15,0.058532706620062665,10019,1345.9500000000844,139.58440739939104
2,1370.47,1,0,1,Persuadables,0,0,0.0,1,False,False,False,False,False,True,False,False,False,True,0.0087795924263877,0.0116773517933832,0.15,0.058530616175918,10020,1346.1000000000845,139.59318699181742
7,271.59,1,0,1,Sure Things,0,0,0.0,0,False,True,False,False,False,False,True,False,False,False,0.0058529518739287,0.0050096108393338,0.1,0.058529518739286995,10021,1346.2000000000844,139.59903994369134
7,511.04,1,0,1,Persuadables,0,0,0.0,1,False,False,False,True,False,False,True,False,False,True,0.0087787167763501,0.0054015133245625,0.15,0.05852477850900067,10022,1346.3500000000845,139.6078186604677
5,523.99,1,0,1,Persuadables,0,0,0.0,0,False,False,False,True,False,False,True,False,False,True,0.008778391541872,0.0055275642848537,0.15,0.058522610279146674,10023,1346.5000000000846,139.61659705200958
10,393.34,1,1,0,Persuadables,0,0,0.0,0,False,False,True,False,False,False,True,False,False,True,0.0087782672315076,0.0060463188376101,0.15,0.058521781543384006,10024,1346.6500000000847,139.6253753192411
3,227.15,1,1,0,Sure Things,1,0,0.0,0,False,True,False,False,False,False,True,False,False,False,0.0058504240787635,0.0161434680152109,0.1,0.058504240787635,10025,1346.7500000000846,139.63122574331987
3,254.86,1,1,1,Persuadables,1,0,0.0,1,False,True,False,False,False,False,False,False,False,True,0.0087754521784826,0.0094606694680781,0.15,0.058503014523217337,10026,1346.9000000000847,139.64000119549834
1,249.01,1,0,0,Sure Things,0,0,0.0,1,False,True,False,False,False,False,True,False,False,False,0.0058500448819094,0.0121014429909111,0.1,0.058500448819094,10027,1347.0000000000846,139.64585124038024
6,747.19,1,0,1,Sure Things,0,0,0.0,1,False,False,False,True,False,False,False,True,False,False,0.0058496631681392,0.0051949662458774,0.1,0.058496631681392,10028,1347.1000000000845,139.65170090354837
3,719.53,1,1,1,Sure Things,0,0,0.0,0,False,False,False,True,False,False,False,True,False,False,0.0058492876143145,0.0082889873113578,0.1,0.058492876143145,10029,1347.2000000000844,139.6575501911627
8,696.55,1,1,1,Sure Things,0,0,0.0,0,False,False,False,True,False,False,False,False,False,False,0.0058480805322132,0.0064765583986482,0.1,0.058480805322132,10030,1347.3000000000843,139.66339827169492
6,190.08,1,0,1,Persuadables,0,0,0.0,0,True,False,False,False,False,False,True,False,False,True,0.0087705314614772,0.0020796393576352,0.15,0.05847020974318134,10031,1347.4500000000844,139.67216880315638
6,188.69,1,0,1,Persuadables,0,0,0.0,0,True,False,False,False,False,False,True,False,False,True,0.0087705314614772,0.0020796393576352,0.15,0.05847020974318134,10032,1347.6000000000845,139.68093933461785
11,38.05,1,0,1,Persuadables,0,0,0.0,0,False,False,False,False,False,False,False,True,False,True,0.0087702329268877,0.0011276589616908,0.15,0.058468219512584664,10033,1347.7500000000846,139.68970956754472
5,347.8,1,0,0,Persuadables,0,0,0.0,0,False,True,False,False,False,False,False,False,False,True,0.0087700474884222,0.0133458636165916,0.15,0.058466983256148,10034,1347.9000000000847,139.69847961503314
3,213.05,1,0,1,Persuadables,0,0,0.0,1,False,True,False,False,False,False,False,False,False,True,0.0087673650030496,0.0068136462797248,0.15,0.058449100020330665,10035,1348.0500000000848,139.7072469800362
6,222.69,0,1,0,Sure Things,0,0,0.0,1,False,True,False,False,False,False,True,False,False,False,0.0058444453924911,0.0060523484224499,0.1,0.058444453924910995,10036,1348.1500000000847,139.71309142542867
11,622.07,0,1,1,Lost Causes,0,0,0.0,1,False,False,False,True,False,False,False,False,False,False,0.0058413357234878,0.0031767561795139,0.1,0.05841335723487799,10037,1348.2500000000846,139.71893276115216
4,82.16,1,0,1,Persuadables,0,0,0.0,1,False,False,False,False,False,False,False,True,False,True,0.0087619806433665,0.0023740272697752,0.15,0.05841320428911,10038,1348.4000000000847,139.72769474179552
2,392.56,0,1,0,Persuadables,1,0,0.0,1,False,False,True,False,False,False,False,False,False,True,0.0087600904827171,0.0166958032252892,0.15,0.05840060321811401,10039,1348.5500000000848,139.73645483227824
1,478.17,0,1,1,Persuadables,1,0,0.0,1,False,False,True,False,False,False,True,False,False,True,0.0087598170438228,0.0166982315706545,0.15,0.058398780292151994,10040,1348.7000000000849,139.74521464932207
5,181.55,1,0,1,Persuadables,0,0,0.0,1,True,False,False,False,False,False,True,False,False,True,0.0087583165782152,0.0019144068236549,0.15,0.058388777188101336,10041,1348.850000000085,139.7539729659003
9,703.21,0,1,1,Lost Causes,0,0,0.0,0,False,False,False,True,False,False,False,True,False,False,0.0058379757355726,0.0026579307804793,0.1,0.058379757355725995,10042,1348.9500000000849,139.75981094163586
9,722.98,0,1,1,Persuadables,0,0,0.0,0,False,False,False,True,False,False,False,False,False,True,0.0087528415788171,0.0064738644901799,0.15,0.058352277192114,10043,1349.100000000085,139.7685637832147
3,195.65,1,0,0,Persuadables,0,0,0.0,0,True,False,False,False,False,False,False,False,False,True,0.0087511680282928,0.0163766903013373,0.15,0.05834112018861867,10044,1349.250000000085,139.77731495124297
11,164.4,1,0,1,Persuadables,0,0,0.0,0,True,False,False,False,False,False,True,False,False,True,0.0087505682414843,0.000135619593717,0.15,0.058337121609895334,10045,1349.4000000000851,139.78606551948445
12,803.61,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,True,False,0.0291674712887299,0.002895129965584,0.5,0.0583349425774598,10046,1349.9000000000851,139.81523299077318
6,182.18,1,0,0,Persuadables,1,0,0.0,0,True,False,False,False,False,False,False,True,False,True,0.0087497833982933,0.0065360455332638,0.15,0.058331889321955335,10047,1350.0500000000852,139.82398277417147
6,181.96,1,0,0,Persuadables,0,0,0.0,0,True,False,False,False,False,False,False,True,False,True,0.0087497833982933,0.0065360455332638,0.15,0.058331889321955335,10048,1350.2000000000853,139.83273255756976
12,502.22,0,1,1,Lost Causes,0,0,0.0,0,False,False,False,True,False,False,False,True,False,False,0.0058331759822571,0.0032294859931715,0.1,0.058331759822570994,10049,1350.3000000000852,139.838565733552
4,519.79,1,0,1,Sure Things,0,0,0.0,1,False,False,False,True,False,False,False,True,False,False,0.0058324949394466,0.0048128685194573,0.1,0.058324949394465996,10050,1350.4000000000851,139.84439822849146
3,466.6,1,0,0,Persuadables,1,0,0.0,1,False,False,True,False,False,False,True,False,False,True,0.0087484153572115,0.019072054288305,0.15,0.05832276904807667,10051,1350.5500000000852,139.85314664384867
9,241.88,0,1,1,Persuadables,0,0,0.0,0,False,True,False,False,False,False,False,True,False,True,0.0087477793688135,0.0013049110577154,0.15,0.05831852912542333,10052,1350.7000000000853,139.86189442321748
12,240.02,1,0,1,Persuadables,0,0,0.0,1,False,True,False,False,False,False,True,False,False,True,0.0087475312884694,0.0018752302966766,0.15,0.058316875256462675,10053,1350.8500000000854,139.87064195450594
2,450.53,0,1,0,Sure Things,1,0,0.0,0,False,False,True,False,False,False,False,True,False,False,0.005830268215481,0.0143407862978214,0.1,0.05830268215480999,10054,1350.9500000000853,139.87647222272142
7,869.55,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,True,False,False,True,0.0087439934150905,0.0040182929361136,0.15,0.05829328943393667,10055,1351.1000000000854,139.8852162161365
9,268.45,0,1,1,Persuadables,0,0,0.0,0,False,True,False,False,False,False,False,True,False,True,0.0087424540864681,0.0013550151353924,0.15,0.05828302724312067,10056,1351.2500000000855,139.893958670223
